,text,airline_sentiment
365,@virginamerica done but i need the receipt asap. could you please help? 150219000114,0
366,@virginamerica i have 2d and 3d embossed badges and patches superior to the ones you are currently using. ,-1
367,@virginamerica on vx399 from jfk to la  dirty plane  not up to your standards.,-1
368,@virginamerica on flight vx399 headed to la from jfk  dirtiest va plane i have ever been on. sad for a great airline.,-1
369,@virginamerica got it squared away. someone picked up as soon as i tweeted. should have tweeted sooner. ,1
370,@virginamerica your avis rental continue button does not work on your website to book car. tried 4 times on phone.  this sucks!,-1
371,@virginamerica delayed to10.30!!,-1
372,@virginamerica currently in minute 10 of being on hold with cust. service. do i need to do anything to add a lap child to my reservation?,-1
373,@virginamerica adds pillows instead of lieflat seats in first class arms race  by @skift,0
374,@virginamerica: @karinslee of course. have fun celebrating! thanks! happy chinese new year!,1
375,@virginamerica  flight booking problems last second flight for next week from sfo to san any chance you want to gift me a promo code since i love you guys,1
376,@virginamerica comenity bank is a joke!  please change.  nothing but constant problems with this bank,-1
377,@virginamerica i just did how can i dm? do u have to also add me?,0
378,@virginamerica for my grandma ellas 80th she would lt;3 a bday greeting from your flight crew! she was a stewardess for eastern airlines.,1
379,@virginamerica just bought tix for atx  dallas route  thanks for adding that! love yr airline amp; yr website is best transactional site ever,1
380,@virginamerica anytime sugafly.,0
381,@virginamerica gave a credit for my late flight flight yesterday. great service !!!! that is a wow moment! unexpected gesture!,1
382,@virginamerica i need a receipt for a flight change. can you send one?,0
383,@virginamerica i submitted a status match request a while back and still havent heard! im flying on monday. can you look  accelerate?,-1
384,@virginamerica had me at their safety video . . .   loved my first cross country flight. livewelltraveled sytycd,1
385,@virginamerica that does not look to fat to me! it looks yummy!,1
386,@virginamerica ceo says southwest amp; jetblue have strayed from low cost model.,0
387,@virginamerica a brilliant brisk am in boston in cue for vx363 ,0
388,@virginamerica atlantic ploughs a lone furrow in the middleeast  @thenationaluae,0
389,@virginamerica atlantic ploughs a lone furrow in the middleeast  @thenationaluae,0
390,@virginamerica atlantic ploughs a lone furrow in the middleeast  @thenationaluae,0
391,@virginamerica omg omg nonstop dallas to austin on virgin,1
392,@virginamerica your planes are really pretty. just thought u should know that. :),1
393,@virginamerica when are you flying to hawaii,0
394,@virginamerica I am pulling my hair out trying to book a flight with u. your site does not work on iphone or ipad.do not have a computer help,-1
395,@virginamerica thank you,1
396,@virginamerica can i get some help with a support ticket? it is been 15 days.... incident: 150202000419 thank you!,-1
397,@virginamerica good to be home texas moodlighting ,1
398,@virginamerica i cannot even open my laptop in seat 4c and i paid a premium for this?!!   let me out of here!,-1
399,@virginamerica i am in seat 4c and i cannot even open my laptop; and i paid extra for this seat!!,-1
400,.@virginamerica if only you guys were starting those flights at the end of the month! guess im still road tripping on feb 27,0
401,@virginamerica thanks for that. been needing a way to make those austin trips from dca and now you have come through!,1
402,@virginamerica announced new route to austin wfares from 39way. ,0
403,@virginamerica really? sprint? i thought you guys were kewl! 00,0
404,@virginamerica this is too cool!  never been on ur planes but now i will!!,1
405,@virginamerica you should have 39 dollar laxlas fares!!!,0
406,@virginamerica great. well deserved.,1
407,@virginamerica fyi the info@virginamerica.com email address you say to contact in password reset emails does not exist. emails bounce.,-1
408,@virginamerica status match  2 weeks have gone by and no news.flt next week  hope flt will count towards requirement.  cust svc no help!!!,-1
409,@virginamerica your website sucks donkey dicks. just thought you should know. all best.,-1
410,@virginamerica you should still develop an app  then you will be my favorite airline.,0
411,@virginamerica all crap channels which is why i pay to watch uk tv,-1
412,@virginamerica got it. all set  thanks!,1
413,@virginamerica no as channel this year?,0
414,@virginamerica only thing i see on passbook is virgin mobile mexico. how do i integrate?,0
415,@virginamerica giants and virgin america. a match made in heaven.,1
416,@virginamerica thank goodness!! also see you friday nwkgt;sf.. boom!,1
417,@virginamerica how come you do not have an iphone app? still using and making me waste paper.,-1
418,@virginamerica your back of seat entertainment system does not accept credit cards that  have an apostrophe in the surname. apostrophefail,-1
419,@virginamerica when will vx use all 6 lga slots instead of 4 today? adding aus makes this less likely :(,-1
420,@virginamerica is helping me step up my @tinder game! tindertips tinderchamp ,0
421,@virginamerica i luv ur people and product! 1 thing is y do u charge for herbal tea but not black tea? I am not a caffeine drinker,1
422,@virginamerica thank you! see you all soon! I am excited to see the expansion of destinations. spread those wings!,1
423,@virginamerica announces new nonstop connecting @austinairport amp; @dallaslovefield 39 intro:  ,0
424,@virginamerica adds austindallas love field route.  ,0
425,@virginamerica sad to learn you no longer fly sfo gt; phl. hope it returns!,-1
426,@virginamerica  can you tweet me the cancelled flightchng fee for a flight? or can i rebook under one of your affiliates? if so who are afiliates?,0
427,@virginamerica has the most incredible customer service I have ever experienced! so refreshing!,1
428,@virginamerica now when will we see virginamerica come to philadelphia (phl).,0
429,@virginamerica  am i dreaming? did you really just open up a route between dallas and austin?! and does this mean houston might be next?,1
430,@virginamerica omg finally,1
431,@virginamerica to start 5xweekly a319 flights from to dallas @dallaslovefield austin on 28apr avgeek,0
432,@virginamerica nice to see you expanding in texas but do not forget about us here in sandiego. i would love to see more flights out of here!,0
433,@virginamerica kinda sucked my earphone jack did not work on my flight. they may want to look into that for future passengers,-1
434,@virginamerica very poor experience. first computer problem now seat malfunction. stuck. missing meeting in san diego.,-1
435,@virginamerica to battle @southwestair on @dallaslovefield@austinairport route  via @usatoday,0
436,@virginamerica thankyou the dalaus route makes my day!!!!,1
437,@virginamerica awesome deals dalaus for only 39 each way! ,1
438,@virginamerica i miss the nerdbird in san jose,0
439,@virginamerica love it taking @southwestair on in their backyard! consumers win when biz competes.,1
